"Query","Entrez","Symbol","Name","Comment"
"WDR1","9948","WDR1","WD repeat domain 1","1"
"PLXDC2","84898","PLXDC2","plexin domain containing 2","1"
"GPR12","2835","GPR12","G protein-coupled receptor 12","1"
"MDH2","4191","MDH2","malate dehydrogenase 2","1"
"TGFBR3","7049","TGFBR3","transforming growth factor beta receptor 3","1"
"B4GALNT1","2583","B4GALNT1","""beta-1,4-N-acetyl-galactosaminyltransferase 1""","1"
"ST6GAL2","84620","ST6GAL2","""ST6 beta-galactoside alpha-2,6-sialyltransferase 2""","1"
"TRNP1","388610","TRNP1","TMF1 regulated nuclear protein 1","1"
"EIF5A2","56648","EIF5A2","eukaryotic translation initiation factor 5A2","1"
"TMEM70","54968","TMEM70","transmembrane protein 70","1"
"IRF2BP1","26145","IRF2BP1","interferon regulatory factor 2 binding protein 1","1"
"ATP5MGL","267020","ATP5MGL","ATP synthase membrane subunit g like","1"
"XBP1","7494","XBP1","X-box binding protein 1","1"
"RDH12","145226","RDH12","retinol dehydrogenase 12","1"
"TSTD1","100131187","TSTD1","thiosulfate sulfurtransferase like domain containing 1","1"
"MESP1","55897","MESP1","mesoderm posterior bHLH transcription factor 1","1"
"LKAAEAR1","198437","LKAAEAR1","LKAAEAR motif containing 1","1"
"EGLN2","112398","EGLN2","egl-9 family hypoxia inducible factor 2","1"
"P2RX7","5027","P2RX7","purinergic receptor P2X 7","1"
"LAMB3","3914","LAMB3","laminin subunit beta 3","1"
"KCNV2","169522","KCNV2","potassium voltage-gated channel modifier subfamily V member 2","1"
"CA3","761","CA3","carbonic anhydrase 3","1"
"TUNAR","100507043","TUNAR","TCL1 upstream neural differentiation-associated RNA","1"
"SPTY2D1OS","100506540","SPTY2D1OS","SPTY2D1 opposite strand","1"
"SNX8","29886","SNX8","sorting nexin 8","1"
"RBP4","5950","RBP4","retinol binding protein 4","1"
"FKBP4","2288","FKBP4","FKBP prolyl isomerase 4","1"
"PHYHIP","9796","PHYHIP","phytanoyl-CoA 2-hydroxylase interacting protein","1"
"GPR22","2845","GPR22","G protein-coupled receptor 22","1"
"TTLL9","164395","TTLL9","tubulin tyrosine ligase like 9","1"
"ETS2","2114","ETS2","""ETS proto-oncogene 2, transcription factor""","1"
"UTRN","7402","UTRN","utrophin","1"
"SUMO3","6612","SUMO3","small ubiquitin like modifier 3","1"
"NAP1L2","4674","NAP1L2","nucleosome assembly protein 1 like 2","1"
"RANBP1","5902","RANBP1","RAN binding protein 1","1"
"CBLN1","869","CBLN1","cerebellin 1 precursor","1"
"RNF187","149603","RNF187","ring finger protein 187","1"
"CHCHD2","51142","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","1"
"FMNL3","91010","FMNL3","formin like 3","1"
"OCEL1","79629","OCEL1","occludin/ELL domain containing 1","1"
"ZNF221","7638","ZNF221","zinc finger protein 221","1"
"TLCD3B","83723","TLCD3B","TLC domain containing 3B","1"
"PI4K2B","55300","PI4K2B","phosphatidylinositol 4-kinase type 2 beta","1"
"CHEK2","11200","CHEK2","checkpoint kinase 2","1"
"FYCO1","79443","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1","1"
"COL13A1","1305","COL13A1","collagen type XIII alpha 1 chain","1"
"FAM217B","63939","FAM217B","family with sequence similarity 217 member B","1"
"LMF1","64788","LMF1","lipase maturation factor 1","1"
"RBMS2","5939","RBMS2","RNA binding motif single stranded interacting protein 2","1"
"PDZRN4","29951","PDZRN4","PDZ domain containing ring finger 4","1"
"SLC39A11","201266","SLC39A11","solute carrier family 39 member 11","1"
"SCOC","60592","SCOC","short coiled-coil protein","1"
"DOLK","22845","DOLK","dolichol kinase","1"
"KCTD14","65987","KCTD14","potassium channel tetramerization domain containing 14","1"
"LRIG3","121227","LRIG3","leucine rich repeats and immunoglobulin like domains 3","1"
"LGALSL","29094","LGALSL","galectin like","1"
"SNAPC2","6618","SNAPC2","small nuclear RNA activating complex polypeptide 2","1"
"TNR","7143","TNR","tenascin R","1"
"LOR","NA","NA","NA","0"
"PCYOX1L","78991","PCYOX1L","prenylcysteine oxidase 1 like","1"
"PCDHGB3","56102","PCDHGB3","""protocadherin gamma subfamily B, 3""","1"
"DNAJC3-DT","100289274","DNAJC3-DT","DNAJC3 divergent transcript","1"
"NAA80","24142","NAA80","""N-alpha-acetyltransferase 80, NatH catalytic subunit""","1"
"EIF4G2","1982","EIF4G2","eukaryotic translation initiation factor 4 gamma 2","1"
"EPN3","55040","EPN3","epsin 3","1"
"TRIAP1","51499","TRIAP1","TP53 regulated inhibitor of apoptosis 1","1"
"ATP5MPL","9556","ATP5MPL","ATP synthase membrane subunit 6.8PL","1"
"DCAF12L2","340578","DCAF12L2","DDB1 and CUL4 associated factor 12 like 2","1"
"CCDC65","85478","CCDC65","coiled-coil domain containing 65","1"
"LSM10","84967","LSM10","""LSM10, U7 small nuclear RNA associated""","1"
"HES4","57801","HES4","hes family bHLH transcription factor 4","1"
"CITED2","10370","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","1"
"CCDC175","729665","CCDC175","coiled-coil domain containing 175","1"
"ERFE","151176","ERFE","erythroferrone","1"
"SNHG29","125144","SNHG29","small nucleolar RNA host gene 29","1"
"GPX4","2879","GPX4","glutathione peroxidase 4","1"
"NEFH","4744","NEFH","neurofilament heavy","1"
"FRAT2","23401","FRAT2","FRAT regulator of WNT signaling pathway 2","1"
"RAD51B","5890","RAD51B","RAD51 paralog B","1"
"SCN4B","6330","SCN4B","sodium voltage-gated channel beta subunit 4","1"
"NDN","4692","NDN","""necdin, MAGE family member""","1"
"HERPUD1","9709","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1","1"
"FAM50B","26240","FAM50B","family with sequence similarity 50 member B","1"
"IGFBP6","3489","IGFBP6","insulin like growth factor binding protein 6","1"
"MRPS34","65993","MRPS34","mitochondrial ribosomal protein S34","1"
"CCDC142","84865","CCDC142","coiled-coil domain containing 142","1"
"SMG8","55181","SMG8","SMG8 nonsense mediated mRNA decay factor","1"
"SAXO2","283726","SAXO2","stabilizer of axonemal microtubules 2","1"
"EFHC2","80258","EFHC2","EF-hand domain containing 2","1"
"PHLDB2","90102","PHLDB2","pleckstrin homology like domain family B member 2","1"
"RPL7A","6130","RPL7A","ribosomal protein L7a","1"
"TUBA4A","7277","TUBA4A","tubulin alpha 4a","1"
"MRPS2","51116","MRPS2","mitochondrial ribosomal protein S2","1"
"COA7","65260","COA7","cytochrome c oxidase assembly factor 7 (putative)","1"
"AMPD2","271","AMPD2","adenosine monophosphate deaminase 2","1"
"CTXN3","613212","CTXN3","cortexin 3","1"
"SOSTDC1","25928","SOSTDC1","sclerostin domain containing 1","1"
"PCDHGA7","56108","PCDHGA7","""protocadherin gamma subfamily A, 7""","1"
"TJP2","9414","TJP2","tight junction protein 2","1"
"AVPI1","60370","AVPI1","arginine vasopressin induced 1","1"
"LRRC1","55227","LRRC1","leucine rich repeat containing 1","1"
"HINT1","3094","HINT1","histidine triad nucleotide binding protein 1","1"
"VIP","7432","VIP","vasoactive intestinal peptide","1"
"RAB11A","8766","RAB11A","""RAB11A, member RAS oncogene family""","1"
"MERTK","10461","MERTK","""MER proto-oncogene, tyrosine kinase""","1"
"PELO","53918","PELO","pelota mRNA surveillance and ribosome rescue factor","1"
"PCDHGA8","9708","PCDHGA8","""protocadherin gamma subfamily A, 8""","1"
"ADRB1","153","ADRB1","adrenoceptor beta 1","1"
"CIRBP","1153","CIRBP","cold inducible RNA binding protein","1"
"SLC35C1","55343","SLC35C1","solute carrier family 35 member C1","1"
"PRRT1","80863","PRRT1","proline rich transmembrane protein 1","1"
"CHCHD10","400916","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","1"
"ALDOC","230","ALDOC","""aldolase, fructose-bisphosphate C""","1"
"SLC2A9","56606","SLC2A9","solute carrier family 2 member 9","1"
"SMDT1","91689","SMDT1","single-pass membrane protein with aspartate rich tail 1","1"
"FIGN","55137","FIGN","""fidgetin, microtubule severing factor""","1"
"ZNF675","171392","ZNF675","zinc finger protein 675","1"
"STOX1","219736","STOX1","storkhead box 1","1"
"DDX28","55794","DDX28","DEAD-box helicase 28","1"
"ANKRD10-IT1","NA","NA","NA","0"
"INSM2","84684","INSM2","INSM transcriptional repressor 2","1"
"FKBPL","63943","FKBPL","FKBP prolyl isomerase like","1"
"SCG2","7857","SCG2","secretogranin II","1"
"DLX2","1746","DLX2","distal-less homeobox 2","1"
"VSTM2A","222008","VSTM2A","V-set and transmembrane domain containing 2A","1"
"DNAH11","8701","DNAH11","dynein axonemal heavy chain 11","1"
"ATXN7L3B","552889","ATXN7L3B","ataxin 7 like 3B","1"
"MAD2L1BP","9587","MAD2L1BP","MAD2L1 binding protein","1"
"RHEBL1","121268","RHEBL1","RHEB like 1","1"
"CCK","885","CCK","cholecystokinin","1"
"PRDM8","56978","PRDM8","PR/SET domain 8","1"
"PRIM1","5557","PRIM1","DNA primase subunit 1","1"
"SOWAHA","134548","SOWAHA","sosondowah ankyrin repeat domain family member A","1"
"TRIM67","440730","TRIM67","tripartite motif containing 67","1"
"DPH6-DT","100507466","DPH6-DT","DPH6 divergent transcript","1"
"NR2F6","2063","NR2F6","nuclear receptor subfamily 2 group F member 6","1"
"SAC3D1","29901","SAC3D1","SAC3 domain containing 1","1"
"DLX1","1745","DLX1","distal-less homeobox 1","1"
"DPF3","8110","DPF3","double PHD fingers 3","1"
"NEAT1","283131","NEAT1","nuclear paraspeckle assembly transcript 1","1"
"GAD1","2571","GAD1","glutamate decarboxylase 1","1"
"EPN2","22905","EPN2","epsin 2","1"
"TBL1X","6907","TBL1X","transducin beta like 1 X-linked","1"
"MCC","4163","MCC","MCC regulator of WNT signaling pathway","1"
"CAPNS1","826","CAPNS1","calpain small subunit 1","1"
"SALL2","6297","SALL2","spalt like transcription factor 2","1"
"PCP4L1","654790","PCP4L1","Purkinje cell protein 4 like 1","1"
"LRATD1","151354","LRATD1","LRAT domain containing 1","1"
"DRAIC","145837","DRAIC","""downregulated RNA in cancer, inhibitor of cell invasion and migration""","1"
"ALDH1A3","220","ALDH1A3","aldehyde dehydrogenase 1 family member A3","1"
"IKZF2","22807","IKZF2","IKAROS family zinc finger 2","1"
"GCHFR","2644","GCHFR","GTP cyclohydrolase I feedback regulator","1"
"CFLAR","8837","CFLAR","CASP8 and FADD like apoptosis regulator","1"
"CABLES1","91768","CABLES1","Cdk5 and Abl enzyme substrate 1","1"
"DAPK2","23604","DAPK2","death associated protein kinase 2","1"
"ZNF521","25925","ZNF521","zinc finger protein 521","1"
"GPR6","2830","GPR6","G protein-coupled receptor 6","1"
"C5orf24","134553","C5orf24","chromosome 5 open reading frame 24","1"
"PCDHGA1","56114","PCDHGA1","""protocadherin gamma subfamily A, 1""","1"
"TNS3","64759","TNS3","tensin 3","1"
"RCC1","1104","RCC1","regulator of chromosome condensation 1","1"
"ITPR2","3709","ITPR2","""inositol 1,4,5-trisphosphate receptor type 2""","1"
"FAIM2","23017","FAIM2","Fas apoptotic inhibitory molecule 2","1"
"HECW1-IT1","100127950","HECW1-IT1","HECW1 intronic transcript 1","1"
"DUSP4","1846","DUSP4","dual specificity phosphatase 4","1"
"RPL41","6171","RPL41","ribosomal protein L41","1"
"CA8","767","CA8","carbonic anhydrase 8","1"
"CDH23","64072","CDH23","cadherin related 23","1"
"TMEM54","113452","TMEM54","transmembrane protein 54","1"
"LTBP1","4052","LTBP1","latent transforming growth factor beta binding protein 1","1"
"TMEM86A","144110","TMEM86A","transmembrane protein 86A","1"
"DCTN3","11258","DCTN3","dynactin subunit 3","1"
"FAM171A2","284069","FAM171A2","family with sequence similarity 171 member A2","1"
"PRSS36","146547","PRSS36","serine protease 36","1"
"ELF1","1997","ELF1","E74 like ETS transcription factor 1","1"
"TEX15","56154","TEX15","""testis expressed 15, meiosis and synapsis associated""","1"
"HSPB3","8988","HSPB3","heat shock protein family B (small) member 3","1"
"SELENOM","140606","SELENOM","selenoprotein M","1"
"SMIM18","100507341","SMIM18","small integral membrane protein 18","1"
"CDCA7L","55536","CDCA7L","cell division cycle associated 7 like","1"
"DCDC2","51473","DCDC2","doublecortin domain containing 2","1"
"FKBP1A","2280","FKBP1A","FKBP prolyl isomerase 1A","1"
"PRDM12","59335","PRDM12","PR/SET domain 12","1"
"HCG11","493812","HCG11","HLA complex group 11","1"
"ITGA8","8516","ITGA8","integrin subunit alpha 8","1"
"RILP","83547","RILP","Rab interacting lysosomal protein","1"
"PHF21B","112885","PHF21B","PHD finger protein 21B","1"
"NPIPB9","100507607","NPIPB9","nuclear pore complex interacting protein family member B9","1"
"SOX13","9580","SOX13","SRY-box transcription factor 13","1"
"MGAT2","4247","MGAT2","""alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase""","1"
"ART3","419","ART3","ADP-ribosyltransferase 3","1"
"ATP5MC3","518","ATP5MC3","ATP synthase membrane subunit c locus 3","1"
"IGFBP2","3485","IGFBP2","insulin like growth factor binding protein 2","1"
"SLITRK4","139065","SLITRK4","SLIT and NTRK like family member 4","1"
"WNT10A","80326","WNT10A","Wnt family member 10A","1"
"NFATC1","4772","NFATC1","nuclear factor of activated T cells 1","1"
"PANK4","55229","PANK4","pantothenate kinase 4 (inactive)","1"
"OR9Q1","219956","OR9Q1","olfactory receptor family 9 subfamily Q member 1","1"
"FAM71E1","112703","FAM71E1","family with sequence similarity 71 member E1","1"
"LLGL2","3993","LLGL2","LLGL scribble cell polarity complex component 2","1"
"RAB27A","5873","RAB27A","""RAB27A, member RAS oncogene family""","1"
"GSPT2","23708","GSPT2","G1 to S phase transition 2","1"
"NBPF14","25832","NBPF14","NBPF member 14","1"
"EPOP","100170841","EPOP","elongin BC and polycomb repressive complex 2 associated protein","1"
"KAT2B","8850","KAT2B","lysine acetyltransferase 2B","1"
"ZFHX3","463","ZFHX3","zinc finger homeobox 3","1"
"CERS4","79603","CERS4","ceramide synthase 4","1"
"IQUB","154865","IQUB","IQ motif and ubiquitin domain containing","1"
"UBE2Q1","55585","UBE2Q1","ubiquitin conjugating enzyme E2 Q1","1"
"ACACB","32","ACACB","acetyl-CoA carboxylase beta","1"
"HIST3H2A","NA","NA","NA","0"
"NMU","10874","NMU","neuromedin U","1"
"EPCAM-DT","101927043","EPCAM-DT","EPCAM divergent transcript","1"
"SH3PXD2B","285590","SH3PXD2B","SH3 and PX domains 2B","1"
"MEA1","4201","MEA1","male-enhanced antigen 1","1"
"LRP4","4038","LRP4","LDL receptor related protein 4","1"
"HS3ST4","9951","HS3ST4","heparan sulfate-glucosamine 3-sulfotransferase 4","1"
"PTCH1","5727","PTCH1","patched 1","1"
"ATP5F1B","506","ATP5F1B","ATP synthase F1 subunit beta","1"
"PRELID1","27166","PRELID1","PRELI domain containing 1","1"
"TEP1","7011","TEP1","telomerase associated protein 1","1"
"C12orf42","374470","C12orf42","chromosome 12 open reading frame 42","1"
"CTXN1","404217","CTXN1","cortexin 1","1"
"PCDHGB6","56100","PCDHGB6","""protocadherin gamma subfamily B, 6""","1"
"PCDHGA6","56109","PCDHGA6","""protocadherin gamma subfamily A, 6""","1"
"CIART","148523","CIART","circadian associated repressor of transcription","1"
"C8orf89","100130301","C8orf89","chromosome 8 open reading frame 89","1"
"TAS2R20","259295","TAS2R20","taste 2 receptor member 20","1"
"SFMBT2","57713","SFMBT2","Scm like with four mbt domains 2","1"
"PCDHGA5","56110","PCDHGA5","""protocadherin gamma subfamily A, 5""","1"
"PRR29","92340","PRR29","proline rich 29","1"
"CDCA5","113130","CDCA5","cell division cycle associated 5","1"
"FAXDC2","10826","FAXDC2","fatty acid hydroxylase domain containing 2","1"
"ACTC1","70","ACTC1","actin alpha cardiac muscle 1","1"
"GRAMD1C","54762","GRAMD1C","GRAM domain containing 1C","1"
"ABCC2","1244","ABCC2","ATP binding cassette subfamily C member 2","1"
"EFCAB12","90288","EFCAB12","EF-hand calcium binding domain 12","1"
"KCP","375616","KCP","kielin cysteine rich BMP regulator","1"
"MYADML2","255275","MYADML2","myeloid associated differentiation marker like 2","1"
"CCDC144A","9720","CCDC144A","coiled-coil domain containing 144A","1"
"XYLT1","64131","XYLT1","xylosyltransferase 1","1"
"CYGB","114757","CYGB","cytoglobin","1"
"RIN2","54453","RIN2","Ras and Rab interactor 2","1"
"TUBB3","10381","TUBB3","tubulin beta 3 class III","1"
"CITED1","4435","CITED1","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1","1"
"ASGR1","432","ASGR1","asialoglycoprotein receptor 1","1"
"RNF26","79102","RNF26","ring finger protein 26","1"
"NEURL3","93082","NEURL3","neuralized E3 ubiquitin protein ligase 3","1"
"PRKX","5613","PRKX","protein kinase X-linked","1"
"CFC1","55997","CFC1","""cripto, FRL-1, cryptic family 1""","1"
"ARSJ","79642","ARSJ","arylsulfatase family member J","1"
"NPL","80896","NPL","N-acetylneuraminate pyruvate lyase","1"
"KCNA1","3736","KCNA1","potassium voltage-gated channel subfamily A member 1","1"
"IRF2BPL","64207","IRF2BPL","interferon regulatory factor 2 binding protein like","1"
"CCNO","10309","CCNO","cyclin O","1"
"PLEKHA7","144100","PLEKHA7","pleckstrin homology domain containing A7","1"
"EYA2","2139","EYA2","EYA transcriptional coactivator and phosphatase 2","1"
"DBP","1628","DBP","D-box binding PAR bZIP transcription factor","1"
"ARF5","381","ARF5","ADP ribosylation factor 5","1"
"H1F0","NA","NA","NA","0"
"CD99","4267","CD99","CD99 molecule (Xg blood group)","1"
"SLC16A6","9120","SLC16A6","solute carrier family 16 member 6","1"
"GMFB","2764","GMFB","glia maturation factor beta","1"
"RBM3","5935","RBM3","RNA binding motif protein 3","1"
"FAM71F2","346653","FAM71F2","family with sequence similarity 71 member F2","1"
"ZNF710","374655","ZNF710","zinc finger protein 710","1"
"PARP4","143","PARP4","poly(ADP-ribose) polymerase family member 4","1"
"FEM1B","10116","FEM1B","fem-1 homolog B","1"
"SLC22A18AS","5003","SLC22A18AS","solute carrier family 22 member 18 antisense","1"
"INTS5","80789","INTS5","integrator complex subunit 5","1"
"SASH1","23328","SASH1","SAM and SH3 domain containing 1","1"
"GNG3","2785","GNG3","G protein subunit gamma 3","1"
"ITGB8","3696","ITGB8","integrin subunit beta 8","1"
"USP54","159195","USP54","ubiquitin specific peptidase 54","1"
"NFIA","4774","NFIA","nuclear factor I A","1"
"LTB","4050","LTB","lymphotoxin beta","1"
"CNIH2","254263","CNIH2","cornichon family AMPA receptor auxiliary protein 2","1"
"TRPC7","57113","TRPC7","transient receptor potential cation channel subfamily C member 7","1"
"MORF4L1","10933","MORF4L1","mortality factor 4 like 1","1"
"C17orf102","400591","C17orf102","chromosome 17 open reading frame 102","1"
"FFAR4","338557","FFAR4","free fatty acid receptor 4","1"
"PCED1B","91523","PCED1B","PC-esterase domain containing 1B","1"
"ZNF480","147657","ZNF480","zinc finger protein 480","1"
"RIOX1","79697","RIOX1","ribosomal oxygenase 1","1"
"CDH20","28316","CDH20","cadherin 20","1"
"PBX3","5090","PBX3","PBX homeobox 3","1"
"MEIG1","644890","MEIG1","meiosis/spermiogenesis associated 1","1"
"MROH7","374977","MROH7","maestro heat like repeat family member 7","1"
"ZNF770","54989","ZNF770","zinc finger protein 770","1"
"DOCK1","1793","DOCK1","dedicator of cytokinesis 1","1"
"GET3","439","GET3","""guided entry of tail-anchored proteins factor 3, ATPase""","1"
"GALNT10","55568","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10","1"
"DNAH12","201625","DNAH12","dynein axonemal heavy chain 12","1"
"SRPX","8406","SRPX","sushi repeat containing protein X-linked","1"
"CALM1","801","CALM1","calmodulin 1","1"
"PPM1J","333926","PPM1J","""protein phosphatase, Mg2+/Mn2+ dependent 1J""","1"
"HHLA2","11148","HHLA2","HERV-H LTR-associating 2","1"
"ENDOG","2021","ENDOG","endonuclease G","1"
"DDT","1652","DDT","D-dopachrome tautomerase","1"
"PARP9","83666","PARP9","poly(ADP-ribose) polymerase family member 9","1"
"RASEF","158158","RASEF","RAS and EF-hand domain containing","1"
"GLYCTK","132158","GLYCTK","glycerate kinase","1"
"ELK1","2002","ELK1","ETS transcription factor ELK1","1"
"KLF15","28999","KLF15","Kruppel like factor 15","1"
"DLC1","10395","DLC1","DLC1 Rho GTPase activating protein","1"
"PRR11","55771","PRR11","proline rich 11","1"
"F12","2161","F12","coagulation factor XII","1"
"GLYAT","10249","GLYAT","glycine-N-acyltransferase","1"
"PCDHA13","56136","PCDHA13","protocadherin alpha 13","1"
"COL27A1","85301","COL27A1","collagen type XXVII alpha 1 chain","1"
"ZNF593","51042","ZNF593","zinc finger protein 593","1"
"RCN1","5954","RCN1","reticulocalbin 1","1"
"ZNF468","90333","ZNF468","zinc finger protein 468","1"
"DENND2A","27147","DENND2A","DENN domain containing 2A","1"
"KDM2B-DT","101928346","KDM2B-DT","KDM2B divergent transcript","1"
"GABARAP","11337","GABARAP","GABA type A receptor-associated protein","1"
"DLEU2L","79469","DLEU2L","deleted in lymphocytic leukemia 2 like","1"
"CARTPT","9607","CARTPT","CART prepropeptide","1"
"KLHL14","57565","KLHL14","kelch like family member 14","1"
"ADAMTS8","11095","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8","1"
"TBX6","6911","TBX6","T-box transcription factor 6","1"
"SRGAP1","57522","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1","1"
"PRPH2","5961","PRPH2","peripherin 2","1"
"MEG9","100507257","MEG9","maternally expressed 9","1"
"MAFK","7975","MAFK","MAF bZIP transcription factor K","1"
"MMD2","221938","MMD2","monocyte to macrophage differentiation associated 2","1"
"PHKA1","5255","PHKA1","phosphorylase kinase regulatory subunit alpha 1","1"
"OLFM1","10439","OLFM1","olfactomedin 1","1"
"SEM1","7979","SEM1","SEM1 26S proteasome complex subunit","1"
"F8A1","8263","F8A1","coagulation factor VIII associated 1","1"
"COX4I1","1327","COX4I1","cytochrome c oxidase subunit 4I1","1"
"POLE","5426","POLE","""DNA polymerase epsilon, catalytic subunit""","1"
"ANKRD18A","253650","ANKRD18A","ankyrin repeat domain 18A","1"
"RASL11B","65997","RASL11B","RAS like family 11 member B","1"
"ZC2HC1B","153918","ZC2HC1B","zinc finger C2HC-type containing 1B","1"
"CD58","965","CD58","CD58 molecule","1"
"ARMT1","79624","ARMT1","acidic residue methyltransferase 1","1"
"PRDM16","63976","PRDM16","PR/SET domain 16","1"
"NXN","64359","NXN","nucleoredoxin","1"
"FAM87A","157693","FAM87A","family with sequence similarity 87 member A","1"
"NRP1","8829","NRP1","neuropilin 1","1"
"TMSB10","9168","TMSB10","thymosin beta 10","1"
"TMSB4X","7114","TMSB4X","thymosin beta 4 X-linked","1"
"GPC5","2262","GPC5","glypican 5","1"
"DIPK2B","79742","DIPK2B","divergent protein kinase domain 2B","1"
"GMNN","51053","GMNN","geminin DNA replication inhibitor","1"
"BACE2","25825","BACE2","beta-secretase 2","1"
"SDK2","54549","SDK2","sidekick cell adhesion molecule 2","1"
"GPR88","54112","GPR88","G protein-coupled receptor 88","1"
"TUBB2A","7280","TUBB2A","tubulin beta 2A class IIa","1"
"SLC3A1","6519","SLC3A1","solute carrier family 3 member 1","1"
"PARD3","56288","PARD3","par-3 family cell polarity regulator","1"
"EMC6","83460","EMC6","ER membrane protein complex subunit 6","1"
"CREB3L2","64764","CREB3L2","cAMP responsive element binding protein 3 like 2","1"
"BLOC1S3","388552","BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3","1"
"NCDN","23154","NCDN","neurochondrin","1"
"ZNF695","57116","ZNF695","zinc finger protein 695","1"
"SCGN","10590","SCGN","""secretagogin, EF-hand calcium binding protein""","1"
"ZBTB18","10472","ZBTB18","zinc finger and BTB domain containing 18","1"
"LATS2","26524","LATS2","large tumor suppressor kinase 2","1"
"AKT3-IT1","NA","NA","NA","0"
"TPD52L1","7164","TPD52L1","TPD52 like 1","1"
"TCEAL2","140597","TCEAL2","transcription elongation factor A like 2","1"
"RNU6ATAC35P","106481171","RNU6ATAC35P","""RNA, U6atac small nuclear 35, pseudogene""","1"
"ZPBP","11055","ZPBP","zona pellucida binding protein","1"
"IL17RB","55540","IL17RB","interleukin 17 receptor B","1"
"MEPCE","56257","MEPCE","methylphosphate capping enzyme","1"
"RPL14","9045","RPL14","ribosomal protein L14","1"
"MSI2","124540","MSI2","musashi RNA binding protein 2","1"
"GPR68","8111","GPR68","G protein-coupled receptor 68","1"
"MAML2","84441","MAML2","mastermind like transcriptional coactivator 2","1"
"TRIOBP","11078","TRIOBP","TRIO and F-actin binding protein","1"
"ZCCHC12","170261","ZCCHC12","zinc finger CCHC-type containing 12","1"
"CASS4","57091","CASS4","Cas scaffold protein family member 4","1"
"ZNF860","344787","ZNF860","zinc finger protein 860","1"
"CASQ1","844","CASQ1","calsequestrin 1","1"
"ASB2","51676","ASB2","ankyrin repeat and SOCS box containing 2","1"
"SNCG","6623","SNCG","synuclein gamma","1"
"GGN","199720","GGN","gametogenetin","1"
"ROS1","6098","ROS1","""ROS proto-oncogene 1, receptor tyrosine kinase""","1"
"TCTEX1D1","200132","TCTEX1D1","Tctex1 domain containing 1","1"
"ANKRD34C","390616","ANKRD34C","ankyrin repeat domain 34C","1"
"MYCL","4610","MYCL","""MYCL proto-oncogene, bHLH transcription factor""","1"
"ZFAND5","7763","ZFAND5","zinc finger AN1-type containing 5","1"
"CUZD1","50624","CUZD1","CUB and zona pellucida like domains 1","1"
"RHOJ","57381","RHOJ","ras homolog family member J","1"
"CLMN","79789","CLMN","calmin","1"
"DNAJB7","150353","DNAJB7","DnaJ heat shock protein family (Hsp40) member B7","1"
"EMX2OS","196047","EMX2OS","EMX2 opposite strand/antisense RNA","1"
"CFAP46","54777","CFAP46","cilia and flagella associated protein 46","1"
"PKP3","11187","PKP3","plakophilin 3","1"
"DLX5","1749","DLX5","distal-less homeobox 5","1"
"SLC25A45","283130","SLC25A45","solute carrier family 25 member 45","1"
"NEDD4","4734","NEDD4","NEDD4 E3 ubiquitin protein ligase","1"
"ANKMY1","51281","ANKMY1","ankyrin repeat and MYND domain containing 1","1"
"RADIL","55698","RADIL","Rap associating with DIL domain","1"
"TAS2R19","259294","TAS2R19","taste 2 receptor member 19","1"
"C7orf31","136895","C7orf31","chromosome 7 open reading frame 31","1"
"EGLN3","112399","EGLN3","egl-9 family hypoxia inducible factor 3","1"
"SPON1","10418","SPON1","spondin 1","1"
"CUEDC1","404093","CUEDC1","CUE domain containing 1","1"
"TNS1","7145","TNS1","tensin 1","1"
"DLX6","1750","DLX6","distal-less homeobox 6","1"
"TAC1","6863","TAC1","tachykinin precursor 1","1"
"FIRRE","286467","FIRRE","firre intergenic repeating RNA element","1"
"MAD2L1","4085","MAD2L1","mitotic arrest deficient 2 like 1","1"
"TAS2R46","259292","TAS2R46","taste 2 receptor member 46","1"
"MRPL55","128308","MRPL55","mitochondrial ribosomal protein L55","1"
"SFTA1P","207107","SFTA1P","""surfactant associated 1, lncRNA""","1"
"YWHAB","7529","YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","1"
"SMIM13","221710","SMIM13","small integral membrane protein 13","1"
"CXXC4","80319","CXXC4","CXXC finger protein 4","1"
"RTL1","388015","RTL1","retrotransposon Gag like 1","1"
"ATP12A","479","ATP12A","ATPase H+/K+ transporting non-gastric alpha2 subunit","1"
"DDIT3","1649","DDIT3","DNA damage inducible transcript 3","1"
"UQCC3","790955","UQCC3","ubiquinol-cytochrome c reductase complex assembly factor 3","1"
"PEG10","23089","PEG10","paternally expressed 10","1"
"RHO","6010","RHO","rhodopsin","1"
"CHRFAM7A","89832","CHRFAM7A","CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion","1"
