"Query","Entrez","Symbol","Name","Comment"
"KCNJ11","3767","KCNJ11","potassium inwardly rectifying channel subfamily J member 11","1"
"RPS19","6223","RPS19","ribosomal protein S19","1"
"GABARAP","11337","GABARAP","GABA type A receptor-associated protein","1"
"ATP5MC2","517","ATP5MC2","ATP synthase membrane subunit c locus 2","1"
"ATP6V1G1","9550","ATP6V1G1","ATPase H+ transporting V1 subunit G1","1"
"MZT2B","80097","MZT2B","mitotic spindle organizing protein 2B","1"
"TPBG","7162","TPBG","trophoblast glycoprotein","1"
"BEX3","27018","BEX3","brain expressed X-linked 3","1"
"NFKBIE","4794","NFKBIE","NFKB inhibitor epsilon","1"
"CEP152","22995","CEP152","centrosomal protein 152","1"
"LGI2","55203","LGI2","leucine rich repeat LGI family member 2","1"
"NSF","4905","NSF","""N-ethylmaleimide sensitive factor, vesicle fusing ATPase""","1"
"ANKRD9","122416","ANKRD9","ankyrin repeat domain 9","1"
"XBP1","7494","XBP1","X-box binding protein 1","1"
"PNMA6A","84968","PNMA6A","PNMA family member 6A","1"
"HTR5A","3361","HTR5A","5-hydroxytryptamine receptor 5A","1"
"SYT11","23208","SYT11","synaptotagmin 11","1"
"CDKL1","8814","CDKL1","cyclin dependent kinase like 1","1"
"ADCYAP1","116","ADCYAP1","adenylate cyclase activating polypeptide 1","1"
"RANBP6","26953","RANBP6","RAN binding protein 6","1"
"MYT1","4661","MYT1","myelin transcription factor 1","1"
"RPL26L1","51121","RPL26L1","ribosomal protein L26 like 1","1"
"VDAC2","7417","VDAC2","voltage dependent anion channel 2","1"
"WDR46","9277","WDR46","WD repeat domain 46","1"
"ATP1B1","481","ATP1B1","ATPase Na+/K+ transporting subunit beta 1","1"
"FUNDC1","139341","FUNDC1","FUN14 domain containing 1","1"
"SPINT2","10653","SPINT2","""serine peptidase inhibitor, Kunitz type 2""","1"
"GAB1","2549","GAB1","GRB2 associated binding protein 1","1"
"SLC43A1","8501","SLC43A1","solute carrier family 43 member 1","1"
"C14orf119","55017","C14orf119","chromosome 14 open reading frame 119","1"
"UQCRB","7381","UQCRB","ubiquinol-cytochrome c reductase binding protein","1"
"ARMCX5-GPRASP2","100528062","ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough","1"
"NPB","256933","NPB","neuropeptide B","1"
"CALHM1","255022","CALHM1","calcium homeostasis modulator 1","1"
"ATP5MC1","516","ATP5MC1","ATP synthase membrane subunit c locus 1","1"
"TMEM232","642987","TMEM232","transmembrane protein 232","1"
"DSTN","11034","DSTN","""destrin, actin depolymerizing factor""","1"
"RAB43","339122","RAB43","""RAB43, member RAS oncogene family""","1"
"ZXDB","158586","ZXDB","zinc finger X-linked duplicated B","1"
"ROGDI","79641","ROGDI","rogdi atypical leucine zipper","1"
"SURF1","6834","SURF1","SURF1 cytochrome c oxidase assembly factor","1"
"SCG5","6447","SCG5","secretogranin V","1"
"TAF9B","51616","TAF9B","TATA-box binding protein associated factor 9b","1"
"SRP9","6726","SRP9","signal recognition particle 9","1"
"RPS6KL1","83694","RPS6KL1","ribosomal protein S6 kinase like 1","1"
"ATP5PF","522","ATP5PF","ATP synthase peripheral stalk subunit F6","1"
"ANO6","196527","ANO6","anoctamin 6","1"
"PET100","100131801","PET100","PET100 cytochrome c oxidase chaperone","1"
"FMNL3","91010","FMNL3","formin like 3","1"
"DISP1","84976","DISP1","dispatched RND transporter family member 1","1"
"EPN1","29924","EPN1","epsin 1","1"
"NDUFA7","4701","NDUFA7","NADH:ubiquinone oxidoreductase subunit A7","1"
"C6orf226","441150","C6orf226","chromosome 6 open reading frame 226","1"
"QRICH2","84074","QRICH2","glutamine rich 2","1"
"ARHGAP22","58504","ARHGAP22","Rho GTPase activating protein 22","1"
"TNFRSF19","55504","TNFRSF19","TNF receptor superfamily member 19","1"
"KRT5","3852","KRT5","keratin 5","1"
"MPV17L2","84769","MPV17L2","MPV17 mitochondrial inner membrane protein like 2","1"
"CBARP","255057","CBARP","CACN subunit beta associated regulatory protein","1"
"OST4","100128731","OST4","""oligosaccharyltransferase complex subunit 4, non-catalytic""","1"
"CDHR3","222256","CDHR3","cadherin related family member 3","1"
"KCNB2","9312","KCNB2","potassium voltage-gated channel subfamily B member 2","1"
"RBM15B","29890","RBM15B","RNA binding motif protein 15B","1"
"TMEM258","746","TMEM258","transmembrane protein 258","1"
"BICC1","80114","BICC1","BicC family RNA binding protein 1","1"
"SAT2","112483","SAT2","spermidine/spermine N1-acetyltransferase family member 2","1"
"SSUH2","51066","SSUH2","ssu-2 homolog","1"
"TRPV1","7442","TRPV1","transient receptor potential cation channel subfamily V member 1","1"
"EFNA3","1944","EFNA3","ephrin A3","1"
"FKBPL","63943","FKBPL","FKBP prolyl isomerase like","1"
"RPLP0","6175","RPLP0","ribosomal protein lateral stalk subunit P0","1"
"ZNF423","23090","ZNF423","zinc finger protein 423","1"
"CAMKMT","79823","CAMKMT","calmodulin-lysine N-methyltransferase","1"
"AHCYL2","23382","AHCYL2","adenosylhomocysteinase like 2","1"
"KCNK7","10089","KCNK7","potassium two pore domain channel subfamily K member 7","1"
"RNF6","6049","RNF6","ring finger protein 6","1"
"DSCAML1","57453","DSCAML1","DS cell adhesion molecule like 1","1"
"ACOT4","122970","ACOT4","acyl-CoA thioesterase 4","1"
"DNAH6","1768","DNAH6","dynein axonemal heavy chain 6","1"
"EIF5A2","56648","EIF5A2","eukaryotic translation initiation factor 5A2","1"
"KRT10","3858","KRT10","keratin 10","1"
"DLL3","10683","DLL3","delta like canonical Notch ligand 3","1"
"CFAP410","755","CFAP410","cilia and flagella associated protein 410","1"
"CCDC144A","9720","CCDC144A","coiled-coil domain containing 144A","1"
"PRDM12","59335","PRDM12","PR/SET domain 12","1"
"ATG101","60673","ATG101","autophagy related 101","1"
"PJA2","9867","PJA2","praja ring finger ubiquitin ligase 2","1"
"RPL36A","6173","RPL36A","ribosomal protein L36a","1"
"KCNS2","3788","KCNS2","potassium voltage-gated channel modifier subfamily S member 2","1"
"IGIP","492311","IGIP","IgA inducing protein","1"
"SSU72","29101","SSU72","""SSU72 homolog, RNA polymerase II CTD phosphatase""","1"
"RPL37A","6168","RPL37A","ribosomal protein L37a","1"
"CREG2","200407","CREG2","cellular repressor of E1A stimulated genes 2","1"
"SLC35B1","10237","SLC35B1","solute carrier family 35 member B1","1"
"TRIOBP","11078","TRIOBP","TRIO and F-actin binding protein","1"
"RPS3","6188","RPS3","ribosomal protein S3","1"
"VXN","254778","VXN","vexin","1"
"NHP2","55651","NHP2","NHP2 ribonucleoprotein","1"
"RAB3B","5865","RAB3B","""RAB3B, member RAS oncogene family""","1"
"COX17","10063","COX17","cytochrome c oxidase copper chaperone COX17","1"
"PRDM6","93166","PRDM6","PR/SET domain 6","1"
"RAC3","5881","RAC3","Rac family small GTPase 3","1"
"NXN","64359","NXN","nucleoredoxin","1"
"STOML1","9399","STOML1","stomatin like 1","1"
"NXPH3","11248","NXPH3","neurexophilin 3","1"
"KLHDC9","126823","KLHDC9","kelch domain containing 9","1"
"DYNLT3","6990","DYNLT3","dynein light chain Tctex-type 3","1"
"NDUFB3","4709","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3","1"
"TTLL9","164395","TTLL9","tubulin tyrosine ligase like 9","1"
"GSK3A","2931","GSK3A","glycogen synthase kinase 3 alpha","1"
"PFDN5","5204","PFDN5","prefoldin subunit 5","1"
"DIRAS2","54769","DIRAS2","DIRAS family GTPase 2","1"
"SMIM18","100507341","SMIM18","small integral membrane protein 18","1"
"MMP16","4325","MMP16","matrix metallopeptidase 16","1"
"EMC9","51016","EMC9","ER membrane protein complex subunit 9","1"
"HIST3H2A","NA","NA","NA","0"
"HIGD1A","25994","HIGD1A","HIG1 hypoxia inducible domain family member 1A","1"
"UBE2L6","9246","UBE2L6","ubiquitin conjugating enzyme E2 L6","1"
"BCL2","596","BCL2","BCL2 apoptosis regulator","1"
"CCDC65","85478","CCDC65","coiled-coil domain containing 65","1"
"SPRED1","161742","SPRED1","sprouty related EVH1 domain containing 1","1"
"KCNJ4","3761","KCNJ4","potassium inwardly rectifying channel subfamily J member 4","1"
"GPR6","2830","GPR6","G protein-coupled receptor 6","1"
"CEND1","51286","CEND1","cell cycle exit and neuronal differentiation 1","1"
"NDUFB10","4716","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10","1"
"TMEM54","113452","TMEM54","transmembrane protein 54","1"
"RPS29","6235","RPS29","ribosomal protein S29","1"
"ARHGDIG","398","ARHGDIG","Rho GDP dissociation inhibitor gamma","1"
"NDUFB8","4714","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8","1"
"PLXDC2","84898","PLXDC2","plexin domain containing 2","1"
"GNG3","2785","GNG3","G protein subunit gamma 3","1"
"CACNG4","27092","CACNG4","calcium voltage-gated channel auxiliary subunit gamma 4","1"
"PRR13","54458","PRR13","proline rich 13","1"
"RADIL","55698","RADIL","Rap associating with DIL domain","1"
"RFX2","5990","RFX2","regulatory factor X2","1"
"PRDX5","25824","PRDX5","peroxiredoxin 5","1"
"FHIT","2272","FHIT","fragile histidine triad diadenosine triphosphatase","1"
"CDK5R1","8851","CDK5R1","cyclin dependent kinase 5 regulatory subunit 1","1"
"UQCR11","10975","UQCR11","""ubiquinol-cytochrome c reductase, complex III subunit XI""","1"
"RNF7","9616","RNF7","ring finger protein 7","1"
"BAD","572","BAD","BCL2 associated agonist of cell death","1"
"PDP1","54704","PDP1","pyruvate dehyrogenase phosphatase catalytic subunit 1","1"
"TIMM17B","10245","TIMM17B","translocase of inner mitochondrial membrane 17B","1"
"TMEM59L","25789","TMEM59L","transmembrane protein 59 like","1"
"NME2","4831","NME2","NME/NM23 nucleoside diphosphate kinase 2","1"
"QPCT","25797","QPCT","glutaminyl-peptide cyclotransferase","1"
"BEND5","79656","BEND5","BEN domain containing 5","1"
"SURF6","6838","SURF6","surfeit 6","1"
"EFHC2","80258","EFHC2","EF-hand domain containing 2","1"
"TWF2","11344","TWF2","twinfilin actin binding protein 2","1"
"RND2","8153","RND2","Rho family GTPase 2","1"
"PIN1","5300","PIN1","""peptidylprolyl cis/trans isomerase, NIMA-interacting 1""","1"
"BEND7","222389","BEND7","BEN domain containing 7","1"
"CORT","1325","CORT","cortistatin","1"
"RHEBL1","121268","RHEBL1","RHEB like 1","1"
"SOX5","6660","SOX5","SRY-box transcription factor 5","1"
"MCRIP1","348262","MCRIP1","MAPK regulated corepressor interacting protein 1","1"
"MRPL50","54534","MRPL50","mitochondrial ribosomal protein L50","1"
"ARL4A","10124","ARL4A","ADP ribosylation factor like GTPase 4A","1"
"MMD2","221938","MMD2","monocyte to macrophage differentiation associated 2","1"
"YWHAG","7532","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","1"
"UQCRQ","27089","UQCRQ","ubiquinol-cytochrome c reductase complex III subunit VII","1"
"BEX1","55859","BEX1","brain expressed X-linked 1","1"
"NEFM","4741","NEFM","neurofilament medium","1"
"VDAC3","7419","VDAC3","voltage dependent anion channel 3","1"
"GDF10","2662","GDF10","growth differentiation factor 10","1"
"DLEU2L","79469","DLEU2L","deleted in lymphocytic leukemia 2 like","1"
"ZFAS1","441951","ZFAS1","ZNFX1 antisense RNA 1","1"
"HES4","57801","HES4","hes family bHLH transcription factor 4","1"
"DCTPP1","79077","DCTPP1","dCTP pyrophosphatase 1","1"
"PELI2","57161","PELI2","pellino E3 ubiquitin protein ligase family member 2","1"
"LAMP5","24141","LAMP5","lysosomal associated membrane protein family member 5","1"
"MICAL3","57553","MICAL3","""microtubule associated monooxygenase, calponin and LIM domain containing 3""","1"
"STPG2","285555","STPG2","sperm tail PG-rich repeat containing 2","1"
"HECW1-IT1","100127950","HECW1-IT1","HECW1 intronic transcript 1","1"
"ETS2","2114","ETS2","""ETS proto-oncogene 2, transcription factor""","1"
"MRPL2","51069","MRPL2","mitochondrial ribosomal protein L2","1"
"SGTB","54557","SGTB","small glutamine rich tetratricopeptide repeat containing beta","1"
"C1orf122","127687","C1orf122","chromosome 1 open reading frame 122","1"
"C12orf57","113246","C12orf57","chromosome 12 open reading frame 57","1"
"CSTF2T","23283","CSTF2T","cleavage stimulation factor subunit 2 tau variant","1"
"DPF3","8110","DPF3","double PHD fingers 3","1"
"MIPOL1","145282","MIPOL1","mirror-image polydactyly 1","1"
"PRDX3","10935","PRDX3","peroxiredoxin 3","1"
"DALRD3","55152","DALRD3","DALR anticodon binding domain containing 3","1"
"PTRHD1","391356","PTRHD1","peptidyl-tRNA hydrolase domain containing 1","1"
"MARCH1","NA","NA","NA","0"
"ZFP92","139735","ZFP92","ZFP92 zinc finger protein","1"
"CERS4","79603","CERS4","ceramide synthase 4","1"
"DDIT3","1649","DDIT3","DNA damage inducible transcript 3","1"
"GCSH","2653","GCSH","glycine cleavage system protein H","1"
"DCTN3","11258","DCTN3","dynactin subunit 3","1"
"PRKAG2","51422","PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2","1"
"CCND3","896","CCND3","cyclin D3","1"
"COX7A2","1347","COX7A2","cytochrome c oxidase subunit 7A2","1"
"ATP5IF1","93974","ATP5IF1","ATP synthase inhibitory factor subunit 1","1"
"ZNF831","128611","ZNF831","zinc finger protein 831","1"
"OPHN1","4983","OPHN1","oligophrenin 1","1"
"PSMB6","5694","PSMB6","proteasome 20S subunit beta 6","1"
"ANKRD34A","284615","ANKRD34A","ankyrin repeat domain 34A","1"
"CFAP54","144535","CFAP54","cilia and flagella associated protein 54","1"
"NOLC1","9221","NOLC1","nucleolar and coiled-body phosphoprotein 1","1"
"RPS9","6203","RPS9","ribosomal protein S9","1"
"MIEN1","84299","MIEN1","migration and invasion enhancer 1","1"
"A1BG","1","A1BG","alpha-1-B glycoprotein","1"
"NGRN","51335","NGRN","""neugrin, neurite outgrowth associated""","1"
"ZBTB46","140685","ZBTB46","zinc finger and BTB domain containing 46","1"
"RPL35","11224","RPL35","ribosomal protein L35","1"
"PDGFC","56034","PDGFC","platelet derived growth factor C","1"
"PKNOX1","5316","PKNOX1","PBX/knotted 1 homeobox 1","1"
"TMIE","259236","TMIE","transmembrane inner ear","1"
"ZNRD1","30834","ZNRD1","zinc ribbon domain containing 1","1"
"CLEC11A","6320","CLEC11A","C-type lectin domain containing 11A","1"
"PGM2L1","283209","PGM2L1","phosphoglucomutase 2 like 1","1"
"NCAM2","4685","NCAM2","neural cell adhesion molecule 2","1"
"RPL24","6152","RPL24","ribosomal protein L24","1"
"NAMA","100996569","NAMA","""non-protein coding RNA, associated with MAP kinase pathway and growth arrest""","1"
"THBS4","7060","THBS4","thrombospondin 4","1"
"KBTBD7","84078","KBTBD7","kelch repeat and BTB domain containing 7","1"
"RIIAD1","284485","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1","1"
"RPS5","6193","RPS5","ribosomal protein S5","1"
"FADD","8772","FADD","Fas associated via death domain","1"
"RALYL","138046","RALYL","RALY RNA binding protein like","1"
"EIF4G2","1982","EIF4G2","eukaryotic translation initiation factor 4 gamma 2","1"
"PTPN13","5783","PTPN13","protein tyrosine phosphatase non-receptor type 13","1"
"PUSL1","126789","PUSL1","pseudouridine synthase like 1","1"
"RPL12","6136","RPL12","ribosomal protein L12","1"
"RPL6","6128","RPL6","ribosomal protein L6","1"
"ATP6V0C","527","ATP6V0C","ATPase H+ transporting V0 subunit c","1"
"RAB11A","8766","RAB11A","""RAB11A, member RAS oncogene family""","1"
"ZSWIM6","57688","ZSWIM6","zinc finger SWIM-type containing 6","1"
"APRT","353","APRT","adenine phosphoribosyltransferase","1"
"MAFG-DT","92659","MAFG-DT","MAFG divergent transcript","1"
"FRAT2","23401","FRAT2","FRAT regulator of WNT signaling pathway 2","1"
"MAPK3","5595","MAPK3","mitogen-activated protein kinase 3","1"
"ALDH1A3","220","ALDH1A3","aldehyde dehydrogenase 1 family member A3","1"
"NDUFB1","4707","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1","1"
"CITED1","4435","CITED1","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1","1"
"GPATCH4","54865","GPATCH4","G-patch domain containing 4","1"
"TAC1","6863","TAC1","tachykinin precursor 1","1"
"MRPL14","64928","MRPL14","mitochondrial ribosomal protein L14","1"
"RHO","6010","RHO","rhodopsin","1"
"SNU13","4809","SNU13","small nuclear ribonucleoprotein 13","1"
"OXGR1","27199","OXGR1","oxoglutarate receptor 1","1"
"NEFH","4744","NEFH","neurofilament heavy","1"
"CHRM1","1128","CHRM1","cholinergic receptor muscarinic 1","1"
"ATP5MF","9551","ATP5MF","ATP synthase membrane subunit f","1"
"IGSF10","285313","IGSF10","immunoglobulin superfamily member 10","1"
"S100A6","6277","S100A6","S100 calcium binding protein A6","1"
"PCDHGA7","56108","PCDHGA7","""protocadherin gamma subfamily A, 7""","1"
"ZNF808","388558","ZNF808","zinc finger protein 808","1"
"COX7B","1349","COX7B","cytochrome c oxidase subunit 7B","1"
"LRP1B","53353","LRP1B","LDL receptor related protein 1B","1"
"EIF3I","8668","EIF3I","eukaryotic translation initiation factor 3 subunit I","1"
"MARCH4","NA","NA","NA","0"
"ANTXR2","118429","ANTXR2","ANTXR cell adhesion molecule 2","1"
"MICOS13","125988","MICOS13","mitochondrial contact site and cristae organizing system subunit 13","1"
"RAD51B","5890","RAD51B","RAD51 paralog B","1"
"SEC61G","23480","SEC61G","SEC61 translocon subunit gamma","1"
"VIP","7432","VIP","vasoactive intestinal peptide","1"
"IKBIP","121457","IKBIP","IKBKB interacting protein","1"
"CFAP46","54777","CFAP46","cilia and flagella associated protein 46","1"
"ZDHHC22","283576","ZDHHC22","zinc finger DHHC-type palmitoyltransferase 22","1"
"ARHGAP28","79822","ARHGAP28","Rho GTPase activating protein 28","1"
"NME1","4830","NME1","NME/NM23 nucleoside diphosphate kinase 1","1"
"BORCS8","729991","BORCS8","BLOC-1 related complex subunit 8","1"
"PFDN6","10471","PFDN6","prefoldin subunit 6","1"
"LDOC1","23641","LDOC1","LDOC1 regulator of NFKB signaling","1"
"SERF2","10169","SERF2","small EDRK-rich factor 2","1"
"SYNGR3","9143","SYNGR3","synaptogyrin 3","1"
"TMEM256","254863","TMEM256","transmembrane protein 256","1"
"ENDOG","2021","ENDOG","endonuclease G","1"
"RPS8","6202","RPS8","ribosomal protein S8","1"
"FAP","2191","FAP","fibroblast activation protein alpha","1"
"ZNF675","171392","ZNF675","zinc finger protein 675","1"
"GJD2","57369","GJD2","gap junction protein delta 2","1"
"FAM87A","157693","FAM87A","family with sequence similarity 87 member A","1"
"MRPL54","116541","MRPL54","mitochondrial ribosomal protein L54","1"
"MYOM1","8736","MYOM1","myomesin 1","1"
"DDN","23109","DDN","dendrin","1"
"PABPC1L2A","340529","PABPC1L2A","poly(A) binding protein cytoplasmic 1 like 2A","1"
"KCNV2","169522","KCNV2","potassium voltage-gated channel modifier subfamily V member 2","1"
"PCDHGA6","56109","PCDHGA6","""protocadherin gamma subfamily A, 6""","1"
"IRF2BP1","26145","IRF2BP1","interferon regulatory factor 2 binding protein 1","1"
"DLK2","65989","DLK2","delta like non-canonical Notch ligand 2","1"
"NOP10","55505","NOP10","NOP10 ribonucleoprotein","1"
"EPN3","55040","EPN3","epsin 3","1"
"C2orf15","150590","C2orf15","chromosome 2 open reading frame 15","1"
"BOC","91653","BOC","""BOC cell adhesion associated, oncogene regulated""","1"
"SLC2A12","154091","SLC2A12","solute carrier family 2 member 12","1"
"ANKRD24","170961","ANKRD24","ankyrin repeat domain 24","1"
"RPS26","6231","RPS26","ribosomal protein S26","1"
"SST","6750","SST","somatostatin","1"
"MAGEE1","57692","MAGEE1","MAGE family member E1","1"
"GABARAPL2","11345","GABARAPL2","GABA type A receptor associated protein like 2","1"
"ANAPC11","51529","ANAPC11","anaphase promoting complex subunit 11","1"
"PELO","53918","PELO","pelota mRNA surveillance and ribosome rescue factor","1"
"ZBTB7C","201501","ZBTB7C","zinc finger and BTB domain containing 7C","1"
"ADRA1D","146","ADRA1D","adrenoceptor alpha 1D","1"
"RPL37","6167","RPL37","ribosomal protein L37","1"
"AKAP5","9495","AKAP5","A-kinase anchoring protein 5","1"
"ZNRF3","84133","ZNRF3","zinc and ring finger 3","1"
"CHST11","50515","CHST11","carbohydrate sulfotransferase 11","1"
"KIF4B","285643","KIF4B","kinesin family member 4B","1"
"CTXN2","399697","CTXN2","cortexin 2","1"
"ARID3B","10620","ARID3B","AT-rich interaction domain 3B","1"
"KCNV1","27012","KCNV1","potassium voltage-gated channel modifier subfamily V member 1","1"
"NBL1","4681","NBL1","""NBL1, DAN family BMP antagonist""","1"
"CADM1","23705","CADM1","cell adhesion molecule 1","1"
"PLK2","10769","PLK2","polo like kinase 2","1"
"SNCG","6623","SNCG","synuclein gamma","1"
"LTB","4050","LTB","lymphotoxin beta","1"
"TRBC2","28638","TRBC2","T cell receptor beta constant 2","1"
"MFSD5","84975","MFSD5","major facilitator superfamily domain containing 5","1"
"NDN","4692","NDN","""necdin, MAGE family member""","1"
"ZNF511","118472","ZNF511","zinc finger protein 511","1"
"MRPL55","128308","MRPL55","mitochondrial ribosomal protein L55","1"
"RBIS","401466","RBIS","ribosomal biogenesis factor","1"
"BICDL2","146439","BICDL2","BICD family like cargo adaptor 2","1"
"NDUFA13","51079","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13","1"
"ITPR2","3709","ITPR2","""inositol 1,4,5-trisphosphate receptor type 2""","1"
"U2AF1L4","199746","U2AF1L4","U2 small nuclear RNA auxiliary factor 1 like 4","1"
"TMEM167B","56900","TMEM167B","transmembrane protein 167B","1"
"EDA","1896","EDA","ectodysplasin A","1"
"FABP6","2172","FABP6","fatty acid binding protein 6","1"
"MRPL52","122704","MRPL52","mitochondrial ribosomal protein L52","1"
"RND3","390","RND3","Rho family GTPase 3","1"
"RAB27A","5873","RAB27A","""RAB27A, member RAS oncogene family""","1"
"LENG1","79165","LENG1","leukocyte receptor cluster member 1","1"
"SCO2","9997","SCO2","synthesis of cytochrome C oxidase 2","1"
"CFAP70","118491","CFAP70","cilia and flagella associated protein 70","1"
"LDLRAD3","143458","LDLRAD3","low density lipoprotein receptor class A domain containing 3","1"
"HSPB3","8988","HSPB3","heat shock protein family B (small) member 3","1"
"RPL8","6132","RPL8","ribosomal protein L8","1"
"LAMTOR2","28956","LAMTOR2","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 2""","1"
"NXPE2","120406","NXPE2","neurexophilin and PC-esterase domain family member 2","1"
"MAFK","7975","MAFK","MAF bZIP transcription factor K","1"
"FYCO1","79443","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1","1"
"CAPNS1","826","CAPNS1","calpain small subunit 1","1"
"RPL27","6155","RPL27","ribosomal protein L27","1"
"PHB","5245","PHB","prohibitin","1"
"KAT2B","8850","KAT2B","lysine acetyltransferase 2B","1"
"DUSP6","1848","DUSP6","dual specificity phosphatase 6","1"
"CIRBP","1153","CIRBP","cold inducible RNA binding protein","1"
"NDUFA8","4702","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8","1"
"CXorf40B","NA","NA","NA","0"
"NDUFA4","4697","NDUFA4","NDUFA4 mitochondrial complex associated","1"
"IL17RE","132014","IL17RE","interleukin 17 receptor E","1"
"SCOC","60592","SCOC","short coiled-coil protein","1"
"KCNMB3","27094","KCNMB3","potassium calcium-activated channel subfamily M regulatory beta subunit 3","1"
"ZBTB1","22890","ZBTB1","zinc finger and BTB domain containing 1","1"
"DZIP1L","199221","DZIP1L","DAZ interacting zinc finger protein 1 like","1"
"RPS24","6229","RPS24","ribosomal protein S24","1"
"TRAPPC2B","10597","TRAPPC2B","trafficking protein particle complex 2B","1"
"NOTCH2NLA","388677","NOTCH2NLA","notch 2 N-terminal like A","1"
"JAGN1","84522","JAGN1","jagunal homolog 1","1"
"ELOB","6923","ELOB","elongin B","1"
"ANKRD30BL","554226","ANKRD30BL","ankyrin repeat domain 30B like","1"
"TXN","7295","TXN","thioredoxin","1"
"HINT1","3094","HINT1","histidine triad nucleotide binding protein 1","1"
"TGFBR3L","100507588","TGFBR3L","transforming growth factor beta receptor 3 like","1"
"SOSTDC1","25928","SOSTDC1","sclerostin domain containing 1","1"
"CATSPERG","57828","CATSPERG","cation channel sperm associated auxiliary subunit gamma","1"
"FGF14-IT1","283480","FGF14-IT1","FGF14 intronic transcript 1","1"
"CCN3","4856","CCN3","cellular communication network factor 3","1"
"NPIPB13","613037","NPIPB13","""nuclear pore complex interacting protein family, member B13""","1"
"ANAPC13","25847","ANAPC13","anaphase promoting complex subunit 13","1"
"P2RX7","5027","P2RX7","purinergic receptor P2X 7","1"
"NDUFB2","4708","NDUFB2","NADH:ubiquinone oxidoreductase subunit B2","1"
"CARTPT","9607","CARTPT","CART prepropeptide","1"
"SYT4","6860","SYT4","synaptotagmin 4","1"
"KBTBD6","89890","KBTBD6","kelch repeat and BTB domain containing 6","1"
"PSMC5","5705","PSMC5","""proteasome 26S subunit, ATPase 5""","1"
"PCDHGB3","56102","PCDHGB3","""protocadherin gamma subfamily B, 3""","1"
"IQUB","154865","IQUB","IQ motif and ubiquitin domain containing","1"
"INSM2","84684","INSM2","INSM transcriptional repressor 2","1"
"CDH26","60437","CDH26","cadherin 26","1"
"EPDR1","54749","EPDR1","ependymin related 1","1"
"FMC1","154791","FMC1","formation of mitochondrial complex V assembly factor 1 homolog","1"
"HINT2","84681","HINT2","histidine triad nucleotide binding protein 2","1"
"NT5C","30833","NT5C","""5', 3'-nucleotidase, cytosolic""","1"
"RPS12","6206","RPS12","ribosomal protein S12","1"
"MISP3","113230","MISP3","MISP family member 3","1"
"ANGPTL1","9068","ANGPTL1","angiopoietin like 1","1"
"RPS10-NUDT3","100529239","RPS10-NUDT3","RPS10-NUDT3 readthrough","1"
"NDUFS5","4725","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5","1"
"CASP6","839","CASP6","caspase 6","1"
"CDC42-IT1","NA","NA","NA","0"
"HIGD2A","192286","HIGD2A","HIG1 hypoxia inducible domain family member 2A","1"
"PDE9A","5152","PDE9A","phosphodiesterase 9A","1"
"C17orf49","124944","C17orf49","chromosome 17 open reading frame 49","1"
"MYADML2","255275","MYADML2","myeloid associated differentiation marker like 2","1"
"ADTRP","84830","ADTRP","androgen dependent TFPI regulating protein","1"
"ARL6IP5","10550","ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","1"
"BOLA2B","654483","BOLA2B","bolA family member 2B","1"
"UBL5","59286","UBL5","ubiquitin like 5","1"
"NOC4L","79050","NOC4L","nucleolar complex associated 4 homolog","1"
"HMGB3","3149","HMGB3","high mobility group box 3","1"
"KHDRBS2-OT","NA","NA","NA","0"
"AIP","9049","AIP","aryl hydrocarbon receptor interacting protein","1"
"C1orf56","54964","C1orf56","chromosome 1 open reading frame 56","1"
"ATOH7","220202","ATOH7","atonal bHLH transcription factor 7","1"
"ATP5MC3","518","ATP5MC3","ATP synthase membrane subunit c locus 3","1"
"SUMO2","6613","SUMO2","small ubiquitin like modifier 2","1"
"DGCR6L","85359","DGCR6L","DiGeorge syndrome critical region gene 6 like","1"
"TULP3","7289","TULP3","TUB like protein 3","1"
"LYRM9","201229","LYRM9","LYR motif containing 9","1"
"COL22A1","169044","COL22A1","collagen type XXII alpha 1 chain","1"
"ZPBP","11055","ZPBP","zona pellucida binding protein","1"
"GYS1","2997","GYS1","glycogen synthase 1","1"
"MEA1","4201","MEA1","male-enhanced antigen 1","1"
"GALNT14","79623","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14","1"
"PARS2","25973","PARS2","""prolyl-tRNA synthetase 2, mitochondrial""","1"
"PCDHGA8","9708","PCDHGA8","""protocadherin gamma subfamily A, 8""","1"
"RELL2","285613","RELL2","RELT like 2","1"
