"Query","Entrez","Symbol","Name","Comment"
"ADAMTS3","9508","ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3","1"
"SCO2","9997","SCO2","synthesis of cytochrome C oxidase 2","1"
"PCP4L1","654790","PCP4L1","Purkinje cell protein 4 like 1","1"
"GLRX2","51022","GLRX2","glutaredoxin 2","1"
"CD68","968","CD68","CD68 molecule","1"
"ELOC","6921","ELOC","elongin C","1"
"PRELID1","27166","PRELID1","PRELI domain containing 1","1"
"VBP1","7411","VBP1","VHL binding protein 1","1"
"GLRX5","51218","GLRX5","glutaredoxin 5","1"
"COA3","28958","COA3","cytochrome c oxidase assembly factor 3","1"
"CLEC11A","6320","CLEC11A","C-type lectin domain containing 11A","1"
"CTSV","1515","CTSV","cathepsin V","1"
"ZNF511","118472","ZNF511","zinc finger protein 511","1"
"DDIT3","1649","DDIT3","DNA damage inducible transcript 3","1"
"MRPS34","65993","MRPS34","mitochondrial ribosomal protein S34","1"
"RNF7","9616","RNF7","ring finger protein 7","1"
"SLC35B1","10237","SLC35B1","solute carrier family 35 member B1","1"
"RNF5","6048","RNF5","ring finger protein 5","1"
"RPS26","6231","RPS26","ribosomal protein S26","1"
"SP100","6672","SP100","SP100 nuclear antigen","1"
"STUM","375057","STUM","""stum, mechanosensory transduction mediator homolog""","1"
"IDH3B","3420","IDH3B","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta","1"
"PARK7","11315","PARK7","Parkinsonism associated deglycase","1"
"CYTL1","54360","CYTL1","cytokine like 1","1"
"C19orf73","55150","C19orf73","chromosome 19 open reading frame 73","1"
"RPP21","79897","RPP21","ribonuclease P/MRP subunit p21","1"
"GBP3","2635","GBP3","guanylate binding protein 3","1"
"PIGS","94005","PIGS","phosphatidylinositol glycan anchor biosynthesis class S","1"
"ITGB2","3689","ITGB2","integrin subunit beta 2","1"
"LTBR","4055","LTBR","lymphotoxin beta receptor","1"
"TMEM186","25880","TMEM186","transmembrane protein 186","1"
"POLE4","56655","POLE4","""DNA polymerase epsilon 4, accessory subunit""","1"
"DCTN2","10540","DCTN2","dynactin subunit 2","1"
"C1orf53","388722","C1orf53","chromosome 1 open reading frame 53","1"
"NRIP2","83714","NRIP2","nuclear receptor interacting protein 2","1"
"BICDL2","146439","BICDL2","BICD family like cargo adaptor 2","1"
"DSG1","1828","DSG1","desmoglein 1","1"
"TRBC2","28638","TRBC2","T cell receptor beta constant 2","1"
"TMEM203","94107","TMEM203","transmembrane protein 203","1"
"PALD1","27143","PALD1","phosphatase domain containing paladin 1","1"
"AURKAIP1","54998","AURKAIP1","aurora kinase A interacting protein 1","1"
"GCSH","2653","GCSH","glycine cleavage system protein H","1"
"U2AF1L4","199746","U2AF1L4","U2 small nuclear RNA auxiliary factor 1 like 4","1"
"PARD6A","50855","PARD6A","par-6 family cell polarity regulator alpha","1"
"RAB5IF","55969","RAB5IF","RAB5 interacting factor","1"
"ZNF593","51042","ZNF593","zinc finger protein 593","1"
"MINCR","100507316","MINCR","MYC-induced long non-coding RNA","1"
"SURF2","6835","SURF2","surfeit 2","1"
"EIF1","10209","EIF1","eukaryotic translation initiation factor 1","1"
"SUPT4H1","6827","SUPT4H1","""SPT4 homolog, DSIF elongation factor subunit""","1"
"ATP5PD","10476","ATP5PD","ATP synthase peripheral stalk subunit d","1"
"KDM7A-DT","100134229","KDM7A-DT","KDM7A divergent transcript","1"
"PHLDA2","7262","PHLDA2","pleckstrin homology like domain family A member 2","1"
"COLEC11","78989","COLEC11","collectin subfamily member 11","1"
"SUSD3","203328","SUSD3","sushi domain containing 3","1"
"HRAS","3265","HRAS","""HRas proto-oncogene, GTPase""","1"
"POLE3","54107","POLE3","""DNA polymerase epsilon 3, accessory subunit""","1"
"SIGLEC14","100049587","SIGLEC14","sialic acid binding Ig like lectin 14","1"
"SLC32A1","140679","SLC32A1","solute carrier family 32 member 1","1"
"ATP5PO","539","ATP5PO","ATP synthase peripheral stalk subunit OSCP","1"
"ARHGDIB","397","ARHGDIB","Rho GDP dissociation inhibitor beta","1"
"ISCU","23479","ISCU","iron-sulfur cluster assembly enzyme","1"
"NOP10","55505","NOP10","NOP10 ribonucleoprotein","1"
"ADGRE1","2015","ADGRE1","adhesion G protein-coupled receptor E1","1"
"SHISAL2A","348378","SHISAL2A","shisa like 2A","1"
"RPP25","54913","RPP25","ribonuclease P and MRP subunit p25","1"
"NHP2","55651","NHP2","NHP2 ribonucleoprotein","1"
"LSM4","25804","LSM4","""LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"FGF17","8822","FGF17","fibroblast growth factor 17","1"
"KTI12","112970","KTI12","KTI12 chromatin associated homolog","1"
"TLR1","7096","TLR1","toll like receptor 1","1"
"CNBD2","140894","CNBD2","cyclic nucleotide binding domain containing 2","1"
"TMEM119","338773","TMEM119","transmembrane protein 119","1"
"SIGLEC9","27180","SIGLEC9","sialic acid binding Ig like lectin 9","1"
"MED10","84246","MED10","mediator complex subunit 10","1"
"LRRC25","126364","LRRC25","leucine rich repeat containing 25","1"
"SLC5A3","6526","SLC5A3","solute carrier family 5 member 3","1"
"PSMC5","5705","PSMC5","""proteasome 26S subunit, ATPase 5""","1"
"RPL28","6158","RPL28","ribosomal protein L28","1"
"CSF3R","1441","CSF3R","colony stimulating factor 3 receptor","1"
"FBXL15","79176","FBXL15","F-box and leucine rich repeat protein 15","1"
"CYBA","1535","CYBA","cytochrome b-245 alpha chain","1"
"PTAFR","5724","PTAFR","platelet activating factor receptor","1"
"TTC9B","148014","TTC9B","tetratricopeptide repeat domain 9B","1"
"BEX4","56271","BEX4","brain expressed X-linked 4","1"
"NPIPB13","613037","NPIPB13","""nuclear pore complex interacting protein family, member B13""","1"
"NACA","4666","NACA","nascent polypeptide associated complex subunit alpha","1"
"TTLL6","284076","TTLL6","tubulin tyrosine ligase like 6","1"
"TAS1R3","83756","TAS1R3","taste 1 receptor member 3","1"
"TFEC","22797","TFEC","transcription factor EC","1"
"TCEAL5","340543","TCEAL5","transcription elongation factor A like 5","1"
"TNFSF13","8741","TNFSF13","TNF superfamily member 13","1"
"DGKK","139189","DGKK","diacylglycerol kinase kappa","1"
"PYDC1","260434","PYDC1","pyrin domain containing 1","1"
"PSMB9","5698","PSMB9","proteasome 20S subunit beta 9","1"
"SCGN","10590","SCGN","""secretagogin, EF-hand calcium binding protein""","1"
"ABHD15","116236","ABHD15","abhydrolase domain containing 15","1"
"CYBB","1536","CYBB","cytochrome b-245 beta chain","1"
"NDUFB5","4711","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5","1"
"HLA-DRA","3122","HLA-DRA","""major histocompatibility complex, class II, DR alpha""","1"
"EPSTI1","94240","EPSTI1","epithelial stromal interaction 1","1"
"DCXR-DT","113523640","DCXR-DT","DCXR divergent transcript","1"
"C12orf10","60314","C12orf10","chromosome 12 open reading frame 10","1"
"NPTN","27020","NPTN","neuroplastin","1"
"RPL15","6138","RPL15","ribosomal protein L15","1"
"RNF125","54941","RNF125","ring finger protein 125","1"
"ZNF428","126299","ZNF428","zinc finger protein 428","1"
"RASAL3","64926","RASAL3","RAS protein activator like 3","1"
"MISP3","113230","MISP3","MISP family member 3","1"
"PCDHA7","56141","PCDHA7","protocadherin alpha 7","1"
"CCNI","10983","CCNI","cyclin I","1"
"NUAK2","81788","NUAK2","NUAK family kinase 2","1"
"KCNB2","9312","KCNB2","potassium voltage-gated channel subfamily B member 2","1"
"GPX4","2879","GPX4","glutathione peroxidase 4","1"
"C16orf91","283951","C16orf91","chromosome 16 open reading frame 91","1"
"GUK1","2987","GUK1","guanylate kinase 1","1"
"STUB1","10273","STUB1","STIP1 homology and U-box containing protein 1","1"
"FNDC1","84624","FNDC1","fibronectin type III domain containing 1","1"
"EDF1","8721","EDF1","endothelial differentiation related factor 1","1"
"COPS7A","50813","COPS7A","COP9 signalosome subunit 7A","1"
"ZAP70","7535","ZAP70","zeta chain of T cell receptor associated protein kinase 70","1"
"DTX3L","151636","DTX3L","deltex E3 ubiquitin ligase 3L","1"
"PTRHD1","391356","PTRHD1","peptidyl-tRNA hydrolase domain containing 1","1"
"CXorf40B","NA","NA","NA","0"
"DCTPP1","79077","DCTPP1","dCTP pyrophosphatase 1","1"
"SPN","6693","SPN","sialophorin","1"
"ZNF831","128611","ZNF831","zinc finger protein 831","1"
"HIGD1B","51751","HIGD1B","HIG1 hypoxia inducible domain family member 1B","1"
"MINDY1","55793","MINDY1","MINDY lysine 48 deubiquitinase 1","1"
"NXPH3","11248","NXPH3","neurexophilin 3","1"
"MAFG-DT","92659","MAFG-DT","MAFG divergent transcript","1"
"LCP1","3936","LCP1","lymphocyte cytosolic protein 1","1"
"BEX2","84707","BEX2","brain expressed X-linked 2","1"
"EMC9","51016","EMC9","ER membrane protein complex subunit 9","1"
"FAM50B","26240","FAM50B","family with sequence similarity 50 member B","1"
"PIK3AP1","118788","PIK3AP1","phosphoinositide-3-kinase adaptor protein 1","1"
"PCDHGC3","5098","PCDHGC3","""protocadherin gamma subfamily C, 3""","1"
"RPP38-DT","221060","RPP38-DT","RPP38 divergent transcript","1"
"CUEDC2","79004","CUEDC2","CUE domain containing 2","1"
"SLC7A9","11136","SLC7A9","solute carrier family 7 member 9","1"
"CLIC1","1192","CLIC1","chloride intracellular channel 1","1"
"FRMPD2","143162","FRMPD2","FERM and PDZ domain containing 2","1"
"UCP3","7352","UCP3","uncoupling protein 3","1"
"AVP","551","AVP","arginine vasopressin","1"
"NR0B1","190","NR0B1","nuclear receptor subfamily 0 group B member 1","1"
"SARS","NA","NA","NA","0"
"PYURF","100996939","PYURF","PIGY upstream reading frame","1"
"SSR4","6748","SSR4","signal sequence receptor subunit 4","1"
"SYNC","81493","SYNC","""syncoilin, intermediate filament protein""","1"
"IL17RA","23765","IL17RA","interleukin 17 receptor A","1"
"MCM5","4174","MCM5","minichromosome maintenance complex component 5","1"
"CYC1","1537","CYC1","cytochrome c1","1"
"RTN4RL2","349667","RTN4RL2","reticulon 4 receptor like 2","1"
"HIST2H2AC","NA","NA","NA","0"
"HGFAC","3083","HGFAC","HGF activator","1"
"GABARAP","11337","GABARAP","GABA type A receptor-associated protein","1"
"LOR","NA","NA","NA","0"
"EMC7","56851","EMC7","ER membrane protein complex subunit 7","1"
"TSR2","90121","TSR2","TSR2 ribosome maturation factor","1"
"C3orf22","152065","C3orf22","chromosome 3 open reading frame 22","1"
"POLR2J","5439","POLR2J","RNA polymerase II subunit J","1"
"EBF2","64641","EBF2","EBF transcription factor 2","1"
"SVBP","374969","SVBP","small vasohibin binding protein","1"
"CCR1","1230","CCR1","C-C motif chemokine receptor 1","1"
"MAN1B1-DT","100289341","MAN1B1-DT","MAN1B1 divergent transcript","1"
"ST8SIA2","8128","ST8SIA2","""ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2""","1"
"RPL13A","23521","RPL13A","ribosomal protein L13a","1"
"MRPL9","65005","MRPL9","mitochondrial ribosomal protein L9","1"
"DACT2","168002","DACT2","dishevelled binding antagonist of beta catenin 2","1"
"SLA","6503","SLA","Src like adaptor","1"
"UNC93B1","81622","UNC93B1","""unc-93 homolog B1, TLR signaling regulator""","1"
"NUDT15","55270","NUDT15","nudix hydrolase 15","1"
"DNAAF3","352909","DNAAF3","dynein axonemal assembly factor 3","1"
"APOBEC2","10930","APOBEC2","apolipoprotein B mRNA editing enzyme catalytic subunit 2","1"
"F2RL2","2151","F2RL2","coagulation factor II thrombin receptor like 2","1"
"FRMD6","122786","FRMD6","FERM domain containing 6","1"
"KCNG4","93107","KCNG4","potassium voltage-gated channel modifier subfamily G member 4","1"
"SCN1B","6324","SCN1B","sodium voltage-gated channel beta subunit 1","1"
"NPIPB9","100507607","NPIPB9","nuclear pore complex interacting protein family member B9","1"
"NOX1","27035","NOX1","NADPH oxidase 1","1"
"WAKMAR2","100130476","WAKMAR2","wound and keratinocyte migration associated lncRNA 2","1"
"PARP9","83666","PARP9","poly(ADP-ribose) polymerase family member 9","1"
"NDUFA4","4697","NDUFA4","NDUFA4 mitochondrial complex associated","1"
"SET","6418","SET","SET nuclear proto-oncogene","1"
"WNT9A","7483","WNT9A","Wnt family member 9A","1"
"GJA4","2701","GJA4","gap junction protein alpha 4","1"
"HMGN4","10473","HMGN4","high mobility group nucleosomal binding domain 4","1"
"TINF2","26277","TINF2","TERF1 interacting nuclear factor 2","1"
"EFCAB8","388795","EFCAB8","EF-hand calcium binding domain 8","1"
"BEND5","79656","BEND5","BEN domain containing 5","1"
"SLAMF8","56833","SLAMF8","SLAM family member 8","1"
"HLA-DPA1","3113","HLA-DPA1","""major histocompatibility complex, class II, DP alpha 1""","1"
"CPM","1368","CPM","carboxypeptidase M","1"
"DCAF11","80344","DCAF11","DDB1 and CUL4 associated factor 11","1"
"SDF2L1","23753","SDF2L1","stromal cell derived factor 2 like 1","1"
"SRRD","402055","SRRD","SRR1 domain containing","1"
"VGF","7425","VGF","VGF nerve growth factor inducible","1"
"FLG2","388698","FLG2","filaggrin family member 2","1"
"MESP1","55897","MESP1","mesoderm posterior bHLH transcription factor 1","1"
"UBE2S","27338","UBE2S","ubiquitin conjugating enzyme E2 S","1"
"SLC2A5","6518","SLC2A5","solute carrier family 2 member 5","1"
"FAM71E1","112703","FAM71E1","family with sequence similarity 71 member E1","1"
"NDUFB11","54539","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11","1"
"GOLGA6L10","647042","GOLGA6L10","golgin A6 family like 10","1"
"TYROBP","7305","TYROBP","transmembrane immune signaling adaptor TYROBP","1"
"B3GNT10","100288842","B3GNT10","""UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 10 (putative)""","1"
"TIMM17B","10245","TIMM17B","translocase of inner mitochondrial membrane 17B","1"
"LY6E","4061","LY6E","lymphocyte antigen 6 family member E","1"
"LKAAEAR1","198437","LKAAEAR1","LKAAEAR motif containing 1","1"
"PPT1","5538","PPT1","palmitoyl-protein thioesterase 1","1"
"HIST1H3E","NA","NA","NA","0"
"HCK","3055","HCK","""HCK proto-oncogene, Src family tyrosine kinase""","1"
"BRF2","55290","BRF2","BRF2 RNA polymerase III transcription initiation factor subunit","1"
"MFSD3","113655","MFSD3","major facilitator superfamily domain containing 3","1"
"BOLA2B","654483","BOLA2B","bolA family member 2B","1"
"ITGAM","3684","ITGAM","integrin subunit alpha M","1"
"CISD3","284106","CISD3","CDGSH iron sulfur domain 3","1"
"CKLF","51192","CKLF","chemokine like factor","1"
"HSD11B2","3291","HSD11B2","hydroxysteroid 11-beta dehydrogenase 2","1"
"C9orf116","138162","C9orf116","chromosome 9 open reading frame 116","1"
"PPP1R35","221908","PPP1R35","protein phosphatase 1 regulatory subunit 35","1"
"UHRF1","29128","UHRF1","ubiquitin like with PHD and ring finger domains 1","1"
"SMIM3","85027","SMIM3","small integral membrane protein 3","1"
"TCIRG1","10312","TCIRG1","""T cell immune regulator 1, ATPase H+ transporting V0 subunit a3""","1"
"KRT222","125113","KRT222","keratin 222","1"
"PRSS36","146547","PRSS36","serine protease 36","1"
"SEZ6L2","26470","SEZ6L2","seizure related 6 homolog like 2","1"
"PHOSPHO1","162466","PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase 1","1"
"BTNL2","56244","BTNL2","butyrophilin like 2","1"
"DCLRE1C","64421","DCLRE1C","DNA cross-link repair 1C","1"
"MRPS23","51649","MRPS23","mitochondrial ribosomal protein S23","1"
"ITM2C","81618","ITM2C","integral membrane protein 2C","1"
"PGA3","643834","PGA3","pepsinogen A3","1"
"RCOR2","283248","RCOR2","REST corepressor 2","1"
"CEP112","201134","CEP112","centrosomal protein 112","1"
"F2","2147","F2","""coagulation factor II, thrombin""","1"
"DNLZ","728489","DNLZ","DNL-type zinc finger","1"
"GIMAP4","55303","GIMAP4","""GTPase, IMAP family member 4""","1"
"GDF10","2662","GDF10","growth differentiation factor 10","1"
"HIGD2A","192286","HIGD2A","HIG1 hypoxia inducible domain family member 2A","1"
"ARHGAP15","55843","ARHGAP15","Rho GTPase activating protein 15","1"
"C20orf27","54976","C20orf27","chromosome 20 open reading frame 27","1"
"DCTN3","11258","DCTN3","dynactin subunit 3","1"
"PSENEN","55851","PSENEN","""presenilin enhancer, gamma-secretase subunit""","1"
"ZNF436","80818","ZNF436","zinc finger protein 436","1"
"RAB13","5872","RAB13","""RAB13, member RAS oncogene family""","1"
"CAPG","822","CAPG","""capping actin protein, gelsolin like""","1"
"EIF1B","10289","EIF1B","eukaryotic translation initiation factor 1B","1"
"HINT1","3094","HINT1","histidine triad nucleotide binding protein 1","1"
"HHEX","3087","HHEX","hematopoietically expressed homeobox","1"
"TAS2R13","50838","TAS2R13","taste 2 receptor member 13","1"
"SKA3","221150","SKA3","spindle and kinetochore associated complex subunit 3","1"
"C7orf31","136895","C7orf31","chromosome 7 open reading frame 31","1"
"ADGRE2","30817","ADGRE2","adhesion G protein-coupled receptor E2","1"
"PRIMA1","145270","PRIMA1","proline rich membrane anchor 1","1"
"HEPHL1","341208","HEPHL1","hephaestin like 1","1"
"TMEM121","80757","TMEM121","transmembrane protein 121","1"
"IMP3","55272","IMP3","IMP U3 small nucleolar ribonucleoprotein 3","1"
"GABARAPL2","11345","GABARAPL2","GABA type A receptor associated protein like 2","1"
"TRIM59","286827","TRIM59","tripartite motif containing 59","1"
"NPM1","4869","NPM1","nucleophosmin 1","1"
"GNG10","2790","GNG10","G protein subunit gamma 10","1"
"CD74","972","CD74","CD74 molecule","1"
"TTLL11-IT1","NA","NA","NA","0"
"TPM2","7169","TPM2","tropomyosin 2","1"
"SLC16A8","23539","SLC16A8","solute carrier family 16 member 8","1"
"LDHC","3948","LDHC","lactate dehydrogenase C","1"
"C1QA","712","C1QA","complement C1q A chain","1"
"NDUFA11","126328","NDUFA11","NADH:ubiquinone oxidoreductase subunit A11","1"
"AIF1","199","AIF1","allograft inflammatory factor 1","1"
"ZNRD1","30834","ZNRD1","zinc ribbon domain containing 1","1"
"C1QC","714","C1QC","complement C1q C chain","1"
"MAP1LC3A","84557","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha","1"
"STAB1","23166","STAB1","stabilin 1","1"
"NR2F2","7026","NR2F2","nuclear receptor subfamily 2 group F member 2","1"
"LILRA2","11027","LILRA2","leukocyte immunoglobulin like receptor A2","1"
"A1BG","1","A1BG","alpha-1-B glycoprotein","1"
"MAK16","84549","MAK16","MAK16 homolog","1"
"AARD","441376","AARD","alanine and arginine rich domain containing protein","1"
"STARD6","147323","STARD6","StAR related lipid transfer domain containing 6","1"
"VIP","7432","VIP","vasoactive intestinal peptide","1"
"BPGM","669","BPGM","bisphosphoglycerate mutase","1"
